,date,dayNum,dayOfWeek,yearFreq,seasonal,weekly,forecast,low80,low95,high80,high95
147,2015-05-28,2511,Thursday,0.40273972602739705,0.9962041018361841,1.0889806925104102,688774289.219978,683752201.5467929,681108508.7612739,693833263.5964712,696526346.9594424
148,2015-05-29,2512,Friday,0.40547945205479496,0.996231787208789,1.03887581962071,688810967.6008354,683704232.1907825,681016233.548716,693955846.3268479,696694918.1443549
149,2015-05-30,2513,Saturday,0.408219178082192,0.9966492460205659,0.8042137756401201,688847453.3520435,683655225.1487529,680922486.8714294,694079115.5166705,696864655.138337
150,2015-05-31,2514,Sunday,0.410958904109589,0.9972269870653578,0.796295902775879,688883748.7083188,683605180.0709718,680827267.2819742,694203076.672357,697035565.4658004
151,2015-06-01,2515,Monday,0.413698630136986,0.9977351903986709,1.11007054660313,688919855.9206227,683554096.6374116,680730573.3732189,694327735.3122835,697207656.6648864
152,2015-06-02,2516,Tuesday,0.41643835616438396,0.997943602868769,1.10761002217107,688955777.2558982,683501974.557414,680632403.7780049,694453096.9667478,697380936.287447
153,2015-06-03,2517,Wednesday,0.41917808219178104,0.998065379183532,1.09743904843289,688991514.9969,683448813.5693856,680532757.1687984,694579167.1778619,697555411.899117
154,2015-06-04,2518,Thursday,0.42191780821917796,0.998375629426109,1.08907843835867,689027071.4419131,683394613.4404843,680431632.2573553,694705951.4995226,697731091.0793413
155,2015-06-05,2519,Friday,0.424657534246575,0.9987368724193442,1.0389659188496099,689062448.9045793,683339373.966319,680329027.7943923,694833455.4972953,697907981.4214106
156,2015-06-06,2520,Saturday,0.42739726027397296,0.9990114686589029,0.8040517554869008,689097649.713649,683283094.9706365,680224942.5692499,694961684.748372,698086090.5325226
157,2015-06-07,2521,Sunday,0.43013698630137,0.999061644916883,0.796029703851702,689132676.2127744,683225776.3050158,680119375.40955,695090644.8414866,698265426.0337799
158,2015-06-08,2522,Monday,0.432876712328767,0.998749708672896,1.110174665827,689167530.7602676,683167417.8485528,680012325.1808833,695220341.3768342,698445995.560249
159,2015-06-09,2523,Tuesday,0.43561643835616404,0.997923763744047,1.10768438637146,689202215.7288996,683108019.5075662,679903790.7864523,695350779.9660087,698627806.7609915
160,2015-06-10,2524,Wednesday,0.438356164383562,0.9967291612453679,1.0975107426105402,689236733.5056703,683047581.2152885,679793771.1667702,695481966.2319248,698810867.2990913
161,2015-06-11,2525,Thursday,0.441095890410959,0.995473614145606,1.08917619298051,689271086.4916021,682986102.9315759,679682265.2993264,695613905.8087288,698995184.8516881
162,2015-06-12,2526,Friday,0.44383561643835606,0.994391156433299,1.03905602589261,689305277.1014938,682923584.6425891,679569272.1982555,695746604.3417323,699180767.1100057
163,2015-06-13,2527,Saturday,0.446575342465753,0.993184936239032,0.803889767974916,689339307.7637088,682860026.3605072,679454790.914014,695880067.4873235,699367621.7793875
164,2015-06-14,2528,Sunday,0.449315068493151,0.9919052183097758,0.79576359391689,689373180.919964,682795428.1232146,679338820.5330658,696014300.9129097,699555756.5793145
165,2015-06-15,2529,Monday,0.452054794520548,0.990702592142126,1.11027879481675,689406899.0251176,682729789.9940269,679221360.1775575,696149310.2968125,699745179.2434542
166,2015-06-16,2530,Tuesday,0.454794520547945,0.989609248440649,1.10775875556461,689440464.5469202,682663112.0613596,679102409.0049934,696285101.32821,699935897.519664
